district,agro_climatic_zone,soil_type,season,crop,area_hectares,nitrogen_kgha,phosphorus_kgha,potassium_kgha,soil_ph,organic_carbon_pct,rainfall_mm,temperature_celsius,irrigation_type,yield_qha
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),0.49,60.2,17.7,18.8,5.84,0.64,1511.7,25.8,Rainfed,11.58
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),0.73,28.8,34.2,0.0,5.82,0.56,1434.0,25.9,Rainfed,2.5
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.94,89.8,62.8,72.2,6.16,0.39,20.0,26.1,Rainfed,24.56
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.73,98.2,38.3,57.6,5.52,0.67,1643.7,23.7,Borewell,16.39
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),1.73,95.8,0.6,41.2,6.63,0.73,927.4,30.8,Rainfed,2.5
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,1.01,107.2,49.2,57.1,5.91,0.44,1620.8,27.6,Borewell,22.42
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),1.81,110.7,39.9,42.7,6.27,0.3,1690.5,27.1,Rainfed,17.62
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.88,128.2,54.7,64.8,7.12,0.5,144.0,21.3,Borewell,32.6
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),2.67,38.1,41.5,35.2,7.24,0.61,187.6,22.5,Borewell,7.05
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),4.25,72.8,24.4,42.7,5.71,0.68,1391.4,27.4,Rainfed,16.21
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.68,21.5,12.8,9.9,7.24,0.63,188.0,25.6,Rainfed,2.5
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),4.5,55.9,32.1,43.4,6.33,0.64,1354.4,25.6,Rainfed,7.11
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,3.53,64.5,20.3,33.5,4.92,0.46,132.7,26.1,Borewell,3.95
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),0.73,45.6,37.1,40.6,6.18,0.65,206.3,22.2,Rainfed,5.24
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.4,132.6,54.0,30.8,5.97,0.79,72.5,23.7,Borewell,22.83
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,1.12,26.2,38.3,45.8,6.13,0.54,1439.3,30.1,Borewell,12.32
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,0.66,21.3,29.3,25.0,5.87,0.66,133.0,18.8,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.69,9.4,31.0,17.4,5.87,0.55,140.0,24.8,Rainfed,4.69
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.45,107.1,68.8,51.4,6.75,0.74,973.0,27.0,Borewell,12.7
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.04,51.7,31.7,33.2,5.23,0.58,1228.0,24.7,Rainfed,9.26
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,0.96,76.7,27.6,33.8,6.49,0.63,154.1,23.4,Rainfed,5.64
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),1.52,48.0,42.0,17.0,6.82,0.87,1262.4,28.6,Borewell,9.7
Sambalpur,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.44,151.2,33.5,64.3,6.7,0.47,1446.8,24.7,Canal,20.67
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.72,67.3,48.6,0.0,6.79,0.23,240.3,24.3,Borewell,2.5
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),6.48,112.6,65.3,26.2,6.74,0.57,229.8,24.3,Canal,24.22
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),1.26,116.1,35.9,58.2,5.8,0.64,1496.4,27.0,Borewell,27.03
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,2.24,33.9,27.6,62.0,5.21,0.76,229.2,21.7,Rainfed,4.38
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.99,84.5,64.7,22.2,6.83,0.43,1309.5,26.7,Rainfed,13.2
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),2.72,138.6,40.2,32.2,6.79,0.38,169.9,23.4,Canal,17.71
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.2,85.4,44.3,36.7,6.68,0.48,1175.6,27.4,Canal,17.54
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),1.96,35.2,6.9,52.0,5.61,0.63,1176.6,28.4,Rainfed,4.08
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),0.79,39.5,34.6,19.9,7.07,0.48,126.8,23.7,Borewell,3.38
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),1.14,140.0,49.3,45.5,5.85,0.59,203.5,22.0,Canal,23.33
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.84,0.8,52.6,62.8,7.1,0.42,1557.8,28.5,Borewell,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),3.23,25.3,36.2,6.9,6.44,0.52,82.5,23.2,Borewell,3.0
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),2.95,65.5,19.0,19.4,5.94,0.58,823.9,31.2,Borewell,6.69
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),3.28,139.2,33.7,10.8,7.01,0.64,1461.3,28.3,Canal,8.04
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Groundnut,1.8,51.5,39.3,55.3,6.75,0.7,1823.1,28.5,Borewell,11.23
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.21,81.2,60.8,22.4,5.38,0.47,1732.6,24.3,Rainfed,13.04
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),4.39,130.5,41.3,26.7,6.55,0.42,198.2,24.9,Borewell,17.77
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),4.61,95.0,48.3,51.5,6.25,0.43,1095.1,27.6,Borewell,26.09
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.77,96.5,43.3,30.2,5.93,0.51,996.5,30.6,Rainfed,13.89
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.55,61.0,22.4,54.6,5.42,0.57,1498.4,21.4,Borewell,9.13
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),1.68,118.9,70.1,65.9,7.41,0.37,99.9,22.2,Canal,24.64
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,1.83,87.3,72.0,0.0,5.55,0.29,1718.8,26.6,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),1.78,115.9,63.0,46.4,6.69,0.44,116.5,25.8,Canal,24.49
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.66,85.3,64.9,60.3,6.1,0.74,1224.1,20.4,Borewell,21.05
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.73,26.1,24.9,12.0,6.6,0.47,229.5,22.0,Rainfed,2.5
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,0.81,98.1,49.3,44.5,5.11,0.64,1719.5,25.4,Rainfed,14.17
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Paddy (Kharif),0.47,106.5,53.7,24.3,5.33,0.25,1567.7,26.4,Rainfed,14.24
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),1.56,97.1,61.9,19.2,6.28,0.61,1498.9,28.5,Borewell,17.29
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,1.12,82.7,36.7,36.2,5.9,0.57,489.9,30.0,Rainfed,8.61
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,0.95,36.4,37.2,35.0,7.05,0.84,1283.8,30.6,Canal,11.7
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,0.94,15.3,57.8,66.4,5.62,0.34,1533.0,31.9,Rainfed,9.2
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.67,91.6,28.9,36.8,6.7,0.59,155.8,23.9,Rainfed,14.99
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.9,27.1,30.4,48.4,5.47,0.81,1442.1,25.0,Rainfed,3.27
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),0.59,135.4,53.3,50.1,6.68,0.82,123.6,24.8,Rainfed,35.89
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),4.25,91.3,44.3,7.1,6.21,0.62,1658.4,26.7,Borewell,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.79,74.9,62.7,65.8,6.12,0.69,1691.2,27.3,Rainfed,23.1
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),2.75,58.4,37.0,0.0,6.02,0.47,912.0,29.2,Borewell,2.5
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,2.13,110.1,52.8,52.8,5.86,0.54,1534.9,26.5,Rainfed,19.7
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.25,64.7,36.2,52.7,6.43,0.34,1243.3,29.9,Rainfed,18.25
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.79,78.8,10.5,62.0,6.53,0.5,179.5,24.0,Rainfed,6.49
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),1.99,73.3,34.6,56.5,6.85,0.96,1083.2,29.7,Rainfed,16.83
Sambalpur,Western Central Table Land,Black Soil,Kharif,Maize,2.39,138.6,28.3,23.0,6.64,0.35,1207.2,28.3,Rainfed,12.3
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.23,90.5,58.1,39.8,5.55,0.49,1567.3,21.3,Rainfed,18.6
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,1.84,2.0,30.9,31.0,6.51,0.57,1376.8,28.2,Canal,2.5
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,3.77,37.1,6.8,46.3,5.33,0.6,225.7,24.2,Rainfed,3.84
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),3.16,53.9,15.8,35.1,4.73,0.59,1677.0,22.7,Rainfed,4.75
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,2.22,99.5,67.6,58.1,5.92,0.58,1357.1,24.9,Rainfed,17.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,0.83,0.0,37.4,37.7,6.99,0.45,1388.4,26.2,Rainfed,3.92
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),3.04,186.3,45.9,58.4,6.12,0.54,210.1,22.2,Borewell,28.76
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,4.6,31.2,35.8,63.1,7.47,0.54,1315.9,28.6,Borewell,8.05
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,0.79,29.4,35.5,49.2,6.43,0.59,1180.9,30.4,Rainfed,10.57
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.52,100.6,48.1,43.9,6.75,0.67,236.1,24.9,Borewell,26.71
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),2.59,23.9,30.5,21.4,4.98,0.79,1331.0,24.2,Rainfed,2.5
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.86,57.7,43.4,42.2,7.05,0.63,1041.1,27.7,Rainfed,16.23
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),6.4,35.5,35.5,9.9,5.33,0.53,1140.3,22.1,Rainfed,2.88
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),1.58,109.7,52.1,47.0,6.71,0.52,1353.1,29.5,Canal,21.2
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.28,129.6,54.1,42.2,6.74,0.48,216.8,24.9,Borewell,30.73
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,2.64,82.3,48.5,35.5,6.49,0.63,1242.9,30.2,Rainfed,12.07
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),2.85,118.5,68.8,52.4,6.89,0.8,152.6,24.4,Rainfed,30.26
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,1.44,102.4,66.7,37.6,5.38,0.47,1321.2,23.2,Borewell,10.33
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,2.29,17.6,19.3,62.4,5.07,0.37,124.8,20.5,Rainfed,2.5
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.89,123.9,52.5,53.6,6.17,0.56,1512.7,27.7,Rainfed,24.86
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,2.1,78.4,23.3,36.0,6.89,0.56,244.1,26.0,Borewell,7.11
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),3.61,114.6,76.0,40.2,6.61,0.39,210.6,25.0,Canal,29.95
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),1.13,58.1,46.1,35.7,7.14,0.35,112.5,25.3,Borewell,6.35
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,1.12,119.5,47.5,32.4,4.73,0.52,168.4,24.8,Rainfed,3.98
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,1.36,51.4,46.2,52.1,6.1,0.44,289.1,23.2,Rainfed,6.31
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.31,15.3,24.3,34.7,6.99,0.66,764.7,28.4,Rainfed,5.08
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),0.63,157.7,51.8,35.0,6.99,0.34,91.2,23.5,Borewell,17.78
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),1.36,125.8,63.2,68.3,6.79,0.45,203.3,23.9,Borewell,33.64
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),2.54,51.9,20.6,15.8,5.61,0.69,1388.5,26.2,Rainfed,7.34
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),3.19,46.5,62.3,0.0,6.63,0.53,125.0,20.8,Rainfed,2.5
Sambalpur,Western Central Table Land,Black Soil,Rabi,Green Gram (Moong),2.13,15.3,29.1,13.6,6.64,0.32,141.2,22.9,Rainfed,3.67
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),5.12,87.1,39.0,38.0,6.6,0.43,167.4,24.5,Rainfed,16.07
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,1.05,0.0,31.0,36.8,5.92,0.43,1130.5,32.5,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,1.34,88.5,30.6,8.1,5.96,0.54,312.4,24.8,Borewell,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),1.41,81.0,45.6,67.3,6.89,0.41,1332.8,26.5,Rainfed,19.6
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.15,45.9,35.4,25.9,6.9,0.9,154.0,21.8,Rainfed,7.47
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,0.52,101.2,44.4,5.5,5.82,0.51,1059.9,28.9,Rainfed,4.17
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),2.55,100.3,56.9,61.3,7.38,0.78,144.3,27.7,Rainfed,25.09
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,5.89,12.5,42.4,24.7,6.67,0.5,1006.1,28.9,Canal,3.06
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,1.39,114.1,49.0,41.5,6.33,0.52,1341.7,26.9,Borewell,15.65
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.31,52.7,28.4,15.5,5.85,0.46,173.9,23.7,Rainfed,3.74
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),1.68,43.3,9.0,45.9,5.5,0.82,1409.7,24.0,Rainfed,3.79
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.5,74.5,50.8,33.1,6.3,0.41,158.9,23.2,Borewell,8.07
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,1.76,75.4,20.6,29.4,6.26,0.71,241.4,25.9,Borewell,5.11
Sambalpur,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),0.89,115.6,41.2,16.9,6.23,0.61,981.7,28.0,Canal,11.53
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,2.9,63.9,32.5,27.5,5.22,0.35,174.6,23.4,Rainfed,4.53
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,0.41,24.9,42.1,72.0,6.72,0.41,1683.0,28.8,Rainfed,10.91
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.54,17.5,52.4,34.0,5.56,0.53,1437.0,23.7,Borewell,5.02
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,0.55,22.7,19.7,41.4,7.08,0.6,1130.9,27.7,Canal,2.82
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),2.08,26.1,37.7,41.3,6.67,0.67,238.0,24.8,Rainfed,8.13
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,0.41,102.4,28.0,36.1,5.55,0.49,1418.1,28.2,Rainfed,10.82
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),3.58,37.5,54.4,39.9,6.88,0.58,122.6,25.1,Rainfed,8.19
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,2.1,118.0,29.6,25.5,5.05,0.56,1115.8,24.5,Rainfed,16.09
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,2.69,103.9,24.8,38.2,6.44,0.76,954.8,30.4,Canal,8.83
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.67,140.9,43.0,22.5,7.12,0.32,175.4,23.3,Canal,20.14
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,1.38,90.0,39.8,20.8,6.45,0.55,1340.7,29.6,Borewell,14.8
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,2.06,100.0,67.4,28.2,5.5,0.66,1860.4,24.1,Rainfed,18.57
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,0.97,90.1,33.6,16.7,5.37,0.38,1634.1,23.5,Rainfed,8.27
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,1.18,119.3,48.7,42.4,6.38,0.74,1780.7,25.1,Rainfed,19.41
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,0.67,83.0,52.1,53.2,5.93,0.55,1433.2,28.2,Rainfed,20.58
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),1.2,29.1,58.2,0.0,6.65,0.71,671.9,25.9,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),2.71,98.1,59.0,46.2,6.66,0.63,111.0,23.2,Borewell,30.12
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),1.71,46.3,32.8,20.7,7.01,0.52,1111.1,29.1,Borewell,5.61
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.51,31.5,15.4,21.2,5.84,0.54,1673.8,21.0,Borewell,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,0.59,134.7,47.9,30.1,6.33,0.43,869.4,28.1,Rainfed,15.45
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.89,30.4,26.7,30.5,5.56,0.73,153.8,21.5,Rainfed,2.84
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),3.2,39.0,19.7,36.0,5.1,0.7,1298.1,24.1,Borewell,8.63
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),2.27,53.1,34.5,9.4,5.91,0.2,1512.1,29.7,Rainfed,8.08
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,2.27,77.0,70.3,68.7,6.35,0.73,1647.2,26.0,Rainfed,21.53
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,2.33,69.6,51.7,48.7,5.48,0.91,281.1,24.7,Rainfed,8.39
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),0.67,63.6,40.7,4.1,5.17,0.53,1406.4,24.0,Rainfed,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),3.54,121.8,48.4,50.3,7.7,0.45,182.1,21.2,Rainfed,17.74
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),4.08,9.8,37.3,36.9,6.58,0.5,168.0,23.8,Borewell,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,2.33,13.8,26.7,64.5,7.51,0.79,1541.1,27.9,Borewell,6.19
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),2.1,73.0,43.9,5.6,5.5,0.52,1584.3,24.8,Rainfed,6.16
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,2.58,103.9,52.1,35.5,5.34,0.36,1437.4,23.8,Rainfed,17.96
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),0.91,81.9,42.2,67.7,7.25,0.63,88.2,25.4,Rainfed,17.9
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Paddy (Kharif),2.2,56.4,34.3,54.1,6.43,0.67,1206.5,27.2,Rainfed,17.17
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),3.18,5.8,21.1,32.1,6.34,0.59,1168.8,29.9,Borewell,4.8
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),1.23,38.1,63.8,21.6,6.36,0.29,188.9,21.4,Rainfed,3.46
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,3.1,64.2,37.5,25.9,5.38,0.47,160.6,22.1,Borewell,6.81
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,2.81,33.8,48.1,49.0,6.36,0.5,1498.0,24.8,Borewell,15.24
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.25,133.6,28.3,50.0,6.29,0.42,235.0,22.8,Borewell,23.45
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.87,37.0,56.1,1.8,5.01,0.61,232.6,26.7,Rainfed,2.57
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),0.56,37.8,25.0,2.1,5.61,0.44,1073.9,23.1,Rainfed,2.5
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,1.77,99.4,64.7,50.3,5.5,0.67,1669.5,27.8,Rainfed,17.18
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),2.46,92.1,46.8,7.9,7.38,0.25,864.8,28.4,Borewell,9.55
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),3.55,81.3,20.3,6.2,5.86,0.49,1592.3,27.3,Rainfed,5.63
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.39,107.7,24.5,32.5,5.91,0.57,214.6,22.4,Rainfed,15.19
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),2.15,112.9,62.7,79.3,6.91,0.67,147.7,24.1,Borewell,37.29
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Groundnut,0.4,11.5,53.8,56.0,6.03,0.28,1994.4,29.2,Borewell,6.26
Sambalpur,Western Central Table Land,Black Soil,Kharif,Maize,1.91,70.6,59.8,25.1,7.06,0.43,1742.4,27.3,Canal,16.35
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),2.23,55.7,39.2,14.2,5.27,0.72,1092.2,24.3,Borewell,6.49
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.12,15.1,73.5,20.3,6.5,0.58,193.3,24.0,Borewell,4.39
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),0.67,46.4,25.4,17.7,5.25,0.65,1727.3,25.3,Rainfed,7.08
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),3.65,118.9,54.3,46.8,6.11,0.31,93.6,23.8,Canal,21.72
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,0.72,59.6,40.3,35.5,6.22,0.61,245.4,26.3,Rainfed,6.37
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),2.42,19.4,0.0,10.8,5.39,0.5,1252.7,26.2,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.18,22.3,33.3,37.6,6.54,0.72,144.8,25.2,Rainfed,4.45
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),0.66,62.7,22.4,27.9,5.7,0.63,1269.0,24.6,Rainfed,11.55
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.77,52.8,7.0,27.7,7.07,0.47,158.8,28.0,Borewell,2.5
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),1.99,39.5,50.9,56.4,6.78,0.7,1051.8,28.7,Borewell,8.41
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.47,88.1,62.6,30.3,6.82,0.62,1153.5,30.2,Borewell,23.48
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.31,65.9,35.4,37.8,6.41,0.74,1500.4,25.7,Rainfed,14.67
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,0.52,45.9,51.0,55.7,5.67,0.57,917.9,31.4,Borewell,7.95
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),6.45,128.5,42.6,52.3,7.28,0.16,1397.0,28.5,Rainfed,23.98
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,0.51,67.8,33.6,46.9,6.99,0.68,102.1,22.0,Borewell,8.98
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,2.16,37.6,37.8,0.5,5.93,0.49,255.3,23.1,Rainfed,2.5
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.73,59.5,25.4,19.0,5.12,0.39,1514.8,24.1,Borewell,7.15
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),1.98,103.1,56.8,46.4,6.76,0.7,1062.3,30.4,Canal,24.29
